Exchange,Symbol,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Longbusinesssummary,Weight
NYQ,SWK,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,91.96,14143631360,1197799936,-0.063,New Britain,CT,United States,50500,"Stanley Black & Decker, Inc. provides hand tools, power tools, outdoor products, and related accessories in the United States, Canada, Other Americas, Europe, and Asia. Its Tools & Outdoor segment offers professional grade corded and cordless electric power tools and equipment, including drills, impact wrenches and drivers, grinders, saws, routers, and sanders; pneumatic tools and fasteners, such as nail guns, nails, staplers and staples, and concrete and masonry anchors; corded and cordless electric power tools; hand-held vacuums, paint tools, and cleaning appliances; leveling and layout tools, planes, hammers, demolition tools, clamps, vises, knives, saws, chisels, and industrial and automotive tools; drill, screwdriver, router bits, abrasives, saw blades, and threading products; tool boxes, sawhorses, medical cabinets, and engineered storage solutions; and electric and gas-powered lawn and garden products. This segment sells its products under the DEWALT, CRAFTSMAN, CUB ADET, BLACK+DECKER, and HUSTLER brands through retailers, third-party distributors, independent dealers, and a direct sales force. The company's Industrial segment provides threaded fasteners, blind rivets and tools, blind inserts and tools, drawn arc weld studs and systems, engineered plastic and mechanical fasteners, self-piercing riveting systems, precision nut running systems, micro fasteners, high-strength structural fasteners, axel swage, latches, heat shields, pins, couplings, fitting, and other engineered products; and attachments used on excavators and handheld tools. This segment sells its products through direct sales force and third-party distributors to the automotive, manufacturing, electronics, construction, aerospace, and other industries. The company was formerly known as The Stanley Works and changed its name to Stanley Black & Decker, Inc. in March 2010. Stanley Black & Decker, Inc. was founded in 1843 and is headquartered in New Britain, Connecticut.",0.0002986533625168799
NYQ,MRO,Marathon Oil Corporation,Marathon Oil Corporation,Energy,Oil & Gas E&P,24.99,14099282944,4312999936,-0.001,Houston,TX,United States,1681,"Marathon Oil Corporation, an independent exploration and production company, engages in exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas in the United States and internationally. The company also produces and markets products manufactured from natural gas, such as liquefied natural gas and methanol. In addition, it owns and operates Sugarloaf gathering system, a natural gas pipeline. The company was formerly known as USX Corporation and changed its name to Marathon Oil Corporation in December 2001. Marathon Oil Corporation was founded in 1887 and is headquartered in Houston, Texas.",0.00029771691251874466
NMS,UAL,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",Industrials,Airlines,42.89,14069033984,7793999872,0.099,Chicago,IL,United States,103300,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in North America, Asia, Europe, Africa, the Pacific, the Middle East, and Latin America. The company transports people and cargo through its mainline and regional fleets. It also offers catering, ground handling, flight academy, and maintenance services for third parties. The company was formerly known as United Continental Holdings, Inc. and changed its name to United Airlines Holdings, Inc. in June 2019. United Airlines Holdings, Inc. was incorporated in 1968 and is headquartered in Chicago, Illinois.",0.00029707818308733516
NYQ,TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,65.95,14016683008,2281900032,0.061,Golden,CO,United States,16500,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products under various brands in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers flavored malt beverages including hard seltzers, craft, spirits and energy, and ready to drink beverages. It provides its products under Aspall Cider, Blue Moon, Coors Original, Five Trail, Hop Valley brands, Leinenkugel's, Madri, Miller Genuine Draft, Molson Ultra, Sharp's, Staropramen, and Vizzy Hard Seltzer above premier brands; Bergenbier, Borsodi, Carling, Coors Banquet, Coors Light, Jelen, Kamenitza, Miller Lite, Molson Canadian, and Niksicko, Ozujsko under the premium brands; and Branik, Icehouse, Keystone, Miller High Life, Milwaukee's Best, and Steel Reserve under the economy brands. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1774 and is based in Golden, Colorado.",0.00029597275304497293
NMS,GEN,Gen Digital Inc.,Gen Digital Inc.,Technology,Software - Infrastructure,21.88,13935590400,1858000000,0.016,Tempe,AZ,United States,3700,"Gen Digital Inc. provides cyber safety solutions for consumers in the United States, Canada, Latin America, Europe, the Middle East, Africa, the Asia Pacific, and Japan. It offers security and performance products comprising that provide real-time protection for PCs, Macs and mobile devices against malware, viruses, adware, and other online threats; and Norton and LifeLock identity theft protection solution that offers monitoring, alerts, and restoration services to its customers. The company also provides Dark Web Monitoring product, which looks for personal information of its members on the Dark Web; Avast Secure Identity that provides advanced identity protection including credit monitoring and alerts; LifeLock Home Title Protect that detects fraud and notifies members; and Norton Social Media Monitoring that help keep customers' social media accounts safer by monitoring them for account takeovers, risky activity, and inappropriate content. In addition, it offers VPN solution, which enhances security and online privacy by providing an encrypted data tunnel;Norton Privacy Monitor Assistant, an on-demand, white glove service where agents help members delete personal information from data brokers online; Avira Security, a consumer-focused portfolio of cybersecurity and privacy solutions; AntiTrack product, which helps to keep personal information and browsing activity private by blocking trackers and disguising digital fingerprints online; and Online Reputation Management solution that manages online search results, personal branding, and digital privacy. It markets and sells its products and related services through retailers, telecom service providers, hardware original equipment manufacturers, and employee benefit providers, as well as e-commerce platform. The company was formerly known as NortonLifeLock Inc. and changed its name to Gen Digital Inc. in November 2022. Gen Digital Inc. was founded in 1982 and is based in Tempe, Arizona.",0.0002942604219301394
NYQ,KEY,KeyCorp,KeyCorp,Financial Services,Banks - Regional,14.92,13932922880,,-0.121,Cleveland,OH,United States,17333,"KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking products and services in the United States. It operates in two segments, Consumer Bank and Commercial Bank. The company offers various deposits, investment products and services; commercial leasing, investment management, consumer finance; and personal finance and financial wellness, student loan refinancing, mortgage and home equity, lending, credit card, treasury, business advisory, wealth management, asset management, cash management, portfolio management, and trust and related services to individuals and small and medium-sized businesses. It also provides a suite of banking and capital market products, such as syndicated finance, debt and equity capital market products, commercial payments, equipment finance, commercial mortgage banking, derivatives, foreign exchange, financial advisory, and public finance, as well as commercial mortgage loans to consumer, energy, healthcare, industrial, public sector, real estate, and technology sectors for middle market clients. In addition, the company offers community development financing, securities underwriting, brokerage, and investment banking services. The company was founded in 1849 and is headquartered in Cleveland, Ohio.",0.0002942040952487304
NMS,LKQ,LKQ Corporation,LKQ Corporation,Consumer Cyclical,Auto Parts,51.74,13794246656,1744999936,0.167,Chicago,IL,United States,49000,"LKQ Corporation engages in the distribution of replacement parts, components, and systems used in the repair and maintenance of vehicles and specialty vehicle aftermarket products and accessories. It operates through four segments: Wholesale-North America, Europe, Specialty, and Self Service. The company distributes bumper covers, automotive body panels, and lights, as well as mechanical automotive parts and accessories; salvage products, including mechanical and collision parts comprising engines; transmissions; door assemblies; sheet metal products, such as trunk lids, fenders, and hoods; lights and bumper assemblies; scrap metal and other materials to metals recyclers; and brake pads, discs and sensors, clutches, steering and suspension products, filters, and oil and automotive fluids, as well as electrical products, including spark plugs and batteries. In addition, the company distributes recreational vehicle appliances and air conditioners, towing hitches, truck bed covers, vehicle protection products, marine electronics, cargo management products, wheels, tires, and suspension products. It serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers. The company operates in the United States, Canada, the United Kingdom, Germany, Belgium, the Netherlands, Luxembourg, Italy, the Czech Republic, Austria, Poland, Slovakia, Taiwan, and other European countries. LKQ Corporation was incorporated in 1998 and is headquartered in Chicago, Illinois.",0.0002912758429813619
NYQ,AMCR,Amcor plc,Amcor plc,Consumer Cyclical,Packaging & Containers,9.47,13687370752,1808000000,-0.107,Zurich,,Switzerland,41000,"Amcor plc develops, produces, and sells packaging products in Europe, North America, Latin America, Africa, and the Asia Pacific regions. The company operates through two segments, Flexibles and Rigid Packaging. The Flexibles segment provides flexible and film packaging products in the food and beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries. The Rigid Packaging segment offers rigid containers for various beverage and food products, including carbonated soft drinks, water, juices, sports drinks, milk-based beverages, spirits and beer, sauces, dressings, spreads, and personal care items; and plastic caps for various applications. The company sells its products through its direct sales force. Amcor plc was incorporated in 2018 and is headquartered in Zurich, Switzerland.",0.0002890190782729786
NMS,INCY,Incyte Corporation,Incyte Corporation,Healthcare,Biotechnology,60.79,13648935936,738524032,0.093,Wilmington,DE,United States,2524,"Incyte Corporation, a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutics for hematology/oncology, and inflammation and autoimmunity areas in the United States and internationally. The company offers JAKAFI (ruxolitinib) for treatment of intermediate or high-risk myelofibrosis, polycythemia vera, and steroid-refractory acute graft-versus-host disease; MONJUVI (tafasitamab-cxix)/MINJUVI (tafasitamab) for relapsed or refractory diffuse large B-cell lymphoma; PEMAZYRE (pemigatinib), a fibroblast growth factor receptor kinase inhibitor that act as oncogenic drivers in liquid and solid tumor types; ICLUSIG (ponatinib) to treat chronic myeloid leukemia and Philadelphia-chromosome positive acute lymphoblastic leukemia; and ZYNYZ (retifanlimab-dlwr) to treat adults with metastatic or recurrent locally advanced Merkel cell carcinoma, as well as OPZELURA cream for treatment of atopic dermatitis. Its clinical stage products include retifanlimab under Phase 3 clinical trials for squamous cell carcinoma of the anal canal and non-small cell lung cancer; axatilimab, an anti-CSF-1R monoclonal antibody under Phase 2 that is being developed as a therapy for patients with chronic GVHD; INCA033989 to inhibit oncogenesis; INCB160058, which is being developed as a disease-modifying therapeutic; and INCB99280 and INCB99318 for the treatment solid tumors. The company also develops INCB123667, INCA32459, and INCA33890, as well as Ruxolitinib cream, Povorcitinib, and INCA034460. It has collaboration out-license agreements with Novartis and Lilly; and in-license agreements with Agenus, Merus, MacroGenics, and Syndax. The company sells its products to specialty, retail, and hospital pharmacies, distributors, and wholesalers. The company was formerly known as Incyte Genomics Inc and changed its name to Incyte Corporation in March 2003. Incyte Corporation was incorporated in 1991 and is headquartered in Wilmington, Delaware.",0.0002882074983651071
NYQ,CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,28.53,13637482496,2271699968,-0.032,Chicago,IL,United States,18600,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company primarily in the United States. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments. The company sells its products under the Birds Eye, Marie Callender's, Duncan Hines, Healthy Choice, Slim Jim, Reddi-wip, Angie's, BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was incorporated in 1919 and is headquartered in Chicago, Illinois.",0.00028796565040673487
NYQ,MGM,MGM Resorts International,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,42.64,13631070208,2397216000,0.219,Las Vegas,NV,United States,58000,"MGM Resorts International, through its subsidiaries, owns and operates casino, hotel, and entertainment resorts in the United States and internationally. The company operates through three segments: Las Vegas Strip Resorts, Regional Operations, and MGM China. Its casino resorts offer gaming, hotel, convention, dining, entertainment, retail, and other resort amenities. The company's casino operations include slots and table games, as well as online sports betting and iGaming through BetMGM. Its customers include premium gaming customers; leisure and wholesale travel customers; business travelers; and group customers, including conventions, trade associations, and small meetings. The company was formerly known as MGM MIRAGE and changed its name to MGM Resorts International in June 2010. MGM Resorts International was incorporated in 1986 and is based in Las Vegas, Nevada.",0.0002878302501460888
NYQ,BG,Bunge Limited,Bunge Global SA,Consumer Defensive,Farm Products,93.81,13629466624,3720000000,-0.103,Chesterfield,MO,United States,23000,"Bunge Global SA operates as an agribusiness and food company worldwide. It operates through four segments: Agribusiness, Refined and Specialty Oils, Milling, and Sugar and Bioenergy. The Agribusiness segment purchases, stores, transports, processes, and sells agricultural commodities and commodity products, including oilseeds primarily soybeans, rapeseed, canola, and sunflower seeds, as well as grains comprising wheat and corn; and processes oilseeds into vegetable oils and protein meals. This segment offers its products for animal feed manufacturers, livestock producers, wheat and corn millers, and other oilseed processors, as well as third-party edible oil processing and biofuel companies for biofuel production applications. The Refined and Specialty Oils segment sells packaged and bulk oils and fats that comprise cooking oils, shortenings, margarines, mayonnaise, renewable diesel feedstocks, and other products for baked goods companies, snack food producers, confectioners, restaurant chains, foodservice operators, infant nutrition companies, and other food manufacturers, as well as grocery chains, wholesalers, distributors, and other retailers. This segment also refines and fractionates palm oil, palm kernel oil, coconut oil, and shea butter, and olive oil; and produces specialty ingredients derived from vegetable oils, such as lecithin. The Milling segment provides wheat flours and bakery mixes; corn milling products that comprise dry-milled corn meals and flours, wet-milled masa and flours, and flaking and brewer's grits, as well as soy-fortified corn meal, corn-soy blends, and other products; whole grain and fiber ingredients; die-cut pellets; and non-GMO products. The Sugar and Bioenergy segment produces sugar and ethanol; and generates electricity from burning sugarcane bagasse. Bunge Global SA was founded in 1818 and is headquartered in Chesterfield, Missouri.",0.000287796389269664
NMS,FOXA,Fox Corporation,Fox Corporation,Communication Services,Entertainment,29.93,13594924032,2753999872,-0.081,New York,NY,United States,10400,"Fox Corporation operates as a news, sports, and entertainment company in the United States (U.S.). The company operates through Cable Network Programming; Television; and Other, Corporate and Eliminations segments. The Cable Network Programming segment produces and licenses news, business news, and sports content for distribution through traditional cable television systems, direct broadcast satellite operators, and telecommunication companies, virtual multi-channel video programming distributors, and other digital platforms primarily in the U.S. Television segment produces, acquires, markets, and distributes programming through the FOX broadcast network, advertising supported video-on-demand service Tubi, and power broadcast television stations including duopolies and other digital platform; and engages in production of content for company and third parties. Other, Corporate and Eliminations segment comprises the FOX Studio Lot which provides television and film production services including office space, studio operation services, and facility operations; and Credible, a U.S. consumer finance marketplace. The company was incorporated in 2018 and is headquartered in New York, New York.",0.0002870669965848388
NMS,FOX,Fox Corporation,Fox Corporation,Communication Services,Entertainment,27.23,13557000192,2753999872,-0.081,New York,NY,United States,10400,"Fox Corporation operates as a news, sports, and entertainment company in the United States (U.S.). The company operates through Cable Network Programming; Television; and Other, Corporate and Eliminations segments. The Cable Network Programming segment produces and licenses news, business news, and sports content for distribution through traditional cable television systems, direct broadcast satellite operators, and telecommunication companies, virtual multi-channel video programming distributors, and other digital platforms primarily in the U.S. Television segment produces, acquires, markets, and distributes programming through the FOX broadcast network, advertising supported video-on-demand service Tubi, and power broadcast television stations including duopolies and other digital platform; and engages in production of content for company and third parties. Other, Corporate and Eliminations segment comprises the FOX Studio Lot which provides television and film production services including office space, studio operation services, and facility operations; and Credible, a U.S. consumer finance marketplace. The company was incorporated in 2018 and is headquartered in New York, New York.",0.0002862662063176671
NYQ,CRL,Charles River Laboratories Inte,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,263.09,13509618688,970294016,-0.079,Wilmington,MA,United States,20400,"Charles River Laboratories International, Inc. provides drug discovery, non-clinical development, and safety testing services in the United States, Europe, Canada, the Asia Pacific, and internationally. It operates through three segments: Research Models and Services (RMS), Discovery and Safety Assessment (DSA), and Manufacturing Solutions (Manufacturing). The RMS segment produces and sells rodents, and purpose-bred rats and mice for use by researchers. This segment also provides a range of services to assist its clients in supporting the use of research models in research and screening pre-clinical drug candidates, including research models, genetically engineered models and services, insourcing solutions, and research animal diagnostic services. The DSA segment offers early and in vivo discovery services for the identification and validation of novel targets, chemical compounds, and antibodies through delivery of preclinical drug and therapeutic candidates ready for safety assessment; and safety assessment services, such as toxicology, pathology, safety pharmacology, bioanalysis, drug metabolism, and pharmacokinetics services. The Manufacturing segment provides in vitro methods for conventional and rapid quality control testing of sterile and non-sterile pharmaceuticals and consumer products. This segment also offers specialized testing of biologics that are outsourced by pharmaceutical and biotechnology companies. It also provides contract vivarium operation services to biopharmaceutical clients. The company was founded in 1947 and is headquartered in Wilmington, Massachusetts.",0.0002852657103961793
NYQ,RVTY,"Revvity, Inc.","Revvity, Inc.",Healthcare,Diagnostics & Research,109.24,13494417408,813252992,-0.061,Waltham,MA,United States,11500,"Revvity, Inc. provides health sciences solutions, technologies, and services in the Americas, Europe, and Asia, and internationally. The Life Sciences segment provides instruments, reagents, informatics, software, subscriptions, detection, imaging technologies, warranties, training, and services. Its Diagnostics segment provides instruments, reagents, assay platforms, and software products for the early detection of genetic disorders, such as pregnancy and early childhood, as well as infectious disease testing in the diagnostics market. Its products are used for testing and screening genetic abnormalities, disorders, and diseases, including down syndrome, hypothyroidism, muscular dystrophy, infertility, and various metabolic conditions. This segment also develops technologies that enable and support genomic workflows using protein coupled receptor and next-generation DNA sequencing for applications in oncology, immunodiagnostics, and drug discovery. It serves pharmaceutical and biotechnology companies, laboratories, academic and research institutions, public health authorities, private healthcare organizations, doctors, and government agencies under the AutoDELFIA, BACS-on-Beads, BIOCHIPs, Bioo Scientific,BoBs , chemagic, Chitas, DELFIA, DELFIA Xpress, DOPlify, EONIS, EUROArray, EUROIMMUN, EUROLabWorkstation, EUROLINE, EUROPattern, Evolution Evoya, explorer, Fontus, Genoglyphix, GSP, Haoyuan, IDS, IDS-i10 IDS-i10T, IDS-iSYS, iLab, iQ, JANUS, LabChip, LifeCycle, LimsLink, Migele, MultiPROBE, NEXTFLEX, NextPrep, Pannoramic, Panthera Puncher, PG-Seq, PGFind PKamp, PreNAT II, Prime, Protein Clear, ProteinEXact, QSigh, QuantiVac, RONIA, Sciclone, SimplicityChrom, Specimen Gate,Superflex, Symbio, T-SPOT, Touch, Twister, Vanadis, VariSpec, ViaCord VICTOR 2D, and Zephyr brand name. The company was formerly known as PerkinElmer, Inc. and changed its name to Revvity, Inc. in April 2023. Revvity, Inc. was founded in 1937 and is headquartered in Waltham, Massachusetts.",0.0002849447239909906
NYQ,UDR,"UDR, Inc.","UDR, Inc.",Real Estate,REIT - Residential,37.84,13454995456,1004284032,-0.046,Highlands Ranch,CO,United States,1397,"UDR, Inc. (NYSE: UDR), an S&P 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate communities in targeted U.S. markets. As of December 31, 2023, UDR owned or had an ownership position in 60,336 apartment homes including 359 homes under development. For over 51 years, UDR has delivered long-term value to shareholders, the best standard of service to Residents and the highest quality experience for Associates.",0.00028411229996761877
NYQ,PNR,Pentair plc.,Pentair plc,Industrials,Specialty Industrial Machinery,81.25,13433468928,897000000,-0.018,London,,United Kingdom,10500,"Pentair plc provides various water solutions in the United States, Western Europe, China, Eastern Europe, Latin America, the Middle East, Southeast Asia, Australia, Canada, and Japan. The company operates through three segments: Flow, Water Solutions, and Pool. The Flow segment designs, manufactures, and sells fluid treatment and pump products and systems, including pressure vessels, gas recovery solutions, membrane bioreactors, wastewater reuse systems and advanced membrane filtration, separation systems, water disposal pumps, water supply pumps, fluid transfer pumps, turbine pumps, solid handling pumps, and agricultural spray nozzles for fluid delivery, ion exchange, desalination, food and beverage, separation technologies in the oil and gas industry, residential and municipal wells, water treatment, wastewater solids handling, pressure boosting, circulation and transfer, fire suppression, flood control, agricultural irrigation, and crop spray in residential, commercial, and industrial markets. The Water Solutions segment provides commercial and residential water treatment products and systems, including pressure tanks, control valves, activated carbon products, commercial ice machines, conventional filtration products, and point-of-entry and point-of-use water treatment systems, as well as installation and preventative services for use in residential whole home water filtration, drinking water filtration, and water softening solutions, as well as commercial total water management and filtration in foodservice operations. The Pool segment provides residential and commercial pool equipment and accessories comprising pumps, filters, heaters, lights, automatic controls, automatic cleaners, maintenance equipment, and pool accessories for applications in residential and commercial pool maintenance, pool repair, renovation, service, and construction and aquaculture solutions. Pentair plc was founded in 1966 and is headquartered in London, the United Kingdom.",0.00028365775121653243
NYQ,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,Real Estate,REIT - Retail,19.41,13061066752,1074628608,0.027,Jericho,NY,United States,,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of December 31, 2023, the company owned interests in 523 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",0.0002757942005314131
NYQ,SJM,The J.M. Smucker Company,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,121.58,12908877824,1799000064,0.006,Orrville,OH,United States,5800,"The J. M. Smucker Company manufactures and markets branded food and beverage products worldwide. It operates in three segments: U.S. Retail Pet Foods, U.S. Retail Coffee, and U.S. Retail Consumer Foods. The company offers mainstream roast, ground, single serve, and premium coffee; peanut butter and specialty spreads; fruit spreads, toppings, and syrups; jelly products; nut mix products; shortening and oils; frozen sandwiches and snacks; pet food and pet snacks; and foodservice hot beverage, foodservice portion control, and flour products, as well as dog and cat food, frozen handheld products, juices and beverages, and baking mixes and ingredients. It provides its products under the Meow Mix, Milk-Bone, Pup-Peroni, Canine Carry Outs, Folgers, Café Bustelo, Dunkin', Folgers, Café Bustelo, 1850, Jif, Smucker's, Smucker's Uncrustables, Robin Hood, and Five Roses. The company sells its products through direct sales and brokers to food retailers, club stores, discount and dollar stores, online retailers, pet specialty stores, natural foods stores and distributors, drug stores, military commissaries, and mass merchandisers. Smucker Company was founded in 1897 and is headquartered in Orrville, Ohio.",0.00027258061740497623
NYQ,CPB,Campbell Soup Company,Campbell Soup Company,Consumer Defensive,Packaged Foods,43.01,12821409792,1742000000,-0.012,Camden,NJ,United States,14500,"Campbell Soup Company, together with its subsidiaries, manufactures and markets food and beverage products in the United States and internationally. The company operates through Meals & Beverages and Snacks segments. The Meals & Beverages segment engages in the retail and foodservice businesses in the United States and Canada. This segment provides Campbell's condensed and ready-to-serve soups; Swanson broth and stocks; Pacific Foods broth, soups, and non-dairy beverages; Prego pasta sauces; Pace Mexican sauces; Campbell's gravies, pasta, beans, and dinner sauces; Swanson canned poultry; V8 juices and beverages; Campbell's tomato juice; and snacking products in foodservice in Canada. The Snacks segment retails Pepperidge Farm cookies, crackers, fresh bakery, and frozen products, that includes Goldfish crackers, Snyder's of Hanover pretzels, Lance sandwich crackers, Cape Cod and Kettle Brand potato chips, Late July snacks, Snack Factory pretzel crisps, Pop Secret popcorn, and other snacking products. This segment is also involved in the retail business in Latin America. It sells its products through retail food chains, mass discounters and merchandisers, club stores, convenience stores, drug stores, and dollar stores, as well as e-commerce and other retail, commercial, and non-commercial establishments, and independent contractor distributors. The company was founded in 1869 and is headquartered in Camden, New Jersey.",0.0002707336644404489
NYQ,KMX,CarMax Inc,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,81.13,12812129280,1011806016,-0.043,Richmond,VA,United States,30000,"CarMax, Inc., together with its subsidiaries, operates as a retailer of used vehicles in the United States. It operates in two segments, CarMax Sales Operations and CarMax Auto Finance. The company offers customers a range of makes and models of used vehicles, including domestic, imported, and luxury vehicles, as well as hybrid and electric vehicles; and extended protection plans to customers at the time of sale, as well as sells vehicles that are approximately 10 years old and has more than 100,000 miles through wholesale auctions. It also provides reconditioning and vehicle repair services; and financing alternatives for retail customers across a range of credit spectrum through its CarMax Auto Finance and arrangements with various financial institutions. The company was founded in 1993 and is based in Richmond, Virginia.",0.00027053769948320904
NMS,LNT,Alliant Energy Corporation,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,49.59,12699999232,1592999936,-0.092,Madison,WI,United States,3281,"Alliant Energy Corporation operates as a utility holding company that provides regulated electricity and natural gas services in the United States. It operates in three segments: Utility Electric Operations, Utility Gas Operations, and Utility Other. The company, through its subsidiary, Interstate Power and Light Company (IPL), primarily generates and distributes electricity, and distributes and transports natural gas to retail customers in Iowa; sells electricity to wholesale customers in Minnesota, Illinois, and Iowa; and generates and distributes steam in Cedar Rapids, Iowa. Alliant Energy Corporation, through its other subsidiary, Wisconsin Power and Light Company (WPL), generates and distributes electricity, and distributes and transports natural gas to retail customers in Wisconsin; and sells electricity to wholesale customers in Wisconsin. It serves retail customers in the farming, agriculture, industrial manufacturing, chemical, packaging, and food industries, as well as wholesale customers comprising municipalities and rural electric cooperatives. In addition, the company owns and operates a short-line rail freight service in Iowa; a Mississippi River barge, rail, and truck freight terminal in Illinois; freight brokerage services; wind turbine blade recycling services; and a rail-served warehouse in Iowa. Further, it holds interests in a natural gas-fired electric generating unit near Sheboygan Falls, Wisconsin; and a wind farm located in Oklahoma. The company was formerly known as Interstate Energy Corp. and changed its name to Alliant Energy Corporation in May 1999. Alliant Energy Corporation was incorporated in 1981 and is headquartered in Madison, Wisconsin.",0.00026816998959159754
NYQ,IP,International Paper Company,International Paper Company,Consumer Cyclical,Packaging & Containers,36.62,12683482112,2148999936,-0.104,Memphis,TN,United States,39000,"International Paper Company produces and sells renewable fiber-based packaging and pulp products in North America, Latin America, Europe, and North Africa. It operates through two segments, Industrial Packaging and Global Cellulose Fibers. The company offers linerboard, medium, whitetop, recycled linerboard, recycled medium and saturating kraft; and pulp for a range of applications, such as diapers, towel and tissue products, feminine care, incontinence, and other personal care products, as well as specialty pulps for use in textiles, construction materials, paints, coatings, and others. It sells its products directly to end users and converters, as well as through agents, resellers, and distributors. The company was founded in 1898 and is headquartered in Memphis, Tennessee.",0.00026782121823991725
NMS,PODD,Insulet Corporation,Insulet Corporation,Healthcare,Medical Devices,181.14,12666340352,308600000,0.379,Acton,MA,United States,3000,"Insulet Corporation develops, manufactures, and sells insulin delivery systems for people with insulin-dependent diabetes. The company's Omnipod platform includes the Omnipod 5 Automated Insulin Delivery System (Omnipod 5) which includes a proprietary AID algorithm embedded in the Pod that integrates with a third-party continuous glucose monitor to obtain glucose values through wireless bluetooth communication; Omnipod DASH that features a bluetooth enabled Pod that is controlled by a smartphone-like Personal Diabetes Manager with a color touch screen user interface; and Omnipod GO, a standalone, wearable, insulin delivery system that provides a fixed rate of continuous rapid-acting insulin for 72 hours. The company sells its products primarily through independent distributors and pharmacy channels, as well as directly in the United States, Canada, Europe, the Middle East, Australia, and internationally. Insulet Corporation was incorporated in 2000 and is headquartered in Acton, Massachusetts.",0.00026745925714710087
NMS,JKHY,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",Technology,Information Technology Services,173.52,12644002816,557190016,0.08,Monett,MO,United States,7120,"Jack Henry & Associates, Inc., a financial technology company that connects people and financial institutions through technology solutions and payment processing services that reduce the barriers to financial health. It operates through four segments: Core, Payments, Complementary, and Corporate and Other. The company offers information and transaction processing solutions for banks ranging from community to multi-billion-dollar asset institutions; core data processing solutions for various credit unions; and specialized financial performance, imaging and payments processing, information security and risk management, retail delivery, and online and mobile solutions to financial services organizations and corporate entities. It also provides a suite of integrated applications required to process deposit, loan, and general ledger transactions, as well as to maintain centralized customer/member information; and complementary products and services that enable core bank and credit union clients to respond to evolving customer/member demands. In addition, the company's core banking platform offerings include SilverLake system, a robust system primarily designed for commercial-focused banks; CIF 20/20, a parameter-driven, easy-to-use system for banks; and Core Director, a cost-efficient system with point-and-click operation, as well as core credit union platform under the Symitar name. Further, it provides digital products and services and electronic payment solutions; purchases and resells hardware systems, including servers, workstations, scanners, and other devices; implementation, training, and support services; and software licensing and related services, professional services, and data centers. Jack Henry & Associates, Inc. was founded in 1976 and is headquartered in Monett, Missouri.",0.00026698758335506407
